Customer,State,Gender,Customer Lifetime Value,Income,Monthly Premium Auto,Policy Type,Vehicle Class,Total Claim Amount
AQ51368,Oregon,F,,72540.0,88.0,Corporate Auto,Two-Door Car,631.743039
NZ26102,Oregon,F,,0.0,65.0,Personal Auto,Four-Door Car,468.0
GB45753,Cali,M,,61546.0,68.0,Corporate Auto,Two-Door Car,29.209521000000002
BV79904,Cali,F,,44818.0,67.0,Personal Auto,Two-Door Car,136.883999
OB49075,Arizona,M,,17622.0,65.0,Personal Auto,Four-Door Car,312.0
DS97676,Oregon,F,,0.0,72.0,Personal Auto,Four-Door Car,518.4
JO63462,Cali,M,,79797.0,84.0,Corporate Auto,Two-Door Car,31.755601000000002
NJ10602,Washington,F,,92717.0,70.0,Personal Auto,Two-Door Car,224.27582
RS24501,Oregon,F,,28919.0,173.0,Personal Auto,SUV,830.4
VT78274,Arizona,M,,0.0,68.0,Personal Auto,Four-Door Car,480.159011
SU56153,Nevada,M,,63568.0,65.0,Corporate Auto,Two-Door Car,390.792553
MN20737,Nevada,F,,73935.0,64.0,Corporate Auto,Four-Door Car,72.07119499999999
KL43114,Arizona,F,,0.0,66.0,Corporate Auto,Two-Door Car,316.8
YQ15567,Oregon,F,,18846.0,115.0,Personal Auto,SUV,552.0
TR88637,Arizona,F,,38893.0,103.0,Personal Auto,SUV,41.965252
TC88986,Oregon,M,,0.0,153.0,Special Auto,SUV,1027.0000289999998
XX88577,Cali,M,,84824.0,196.0,Corporate Auto,SUV,319.82074700000004
NE49052,Cali,F,,20068.0,86.0,Corporate Auto,Four-Door Car,411.011162
KX17826,Oregon,M,,0.0,125.0,Corporate Auto,SUV,600.0
CC91503,Arizona,F,,0.0,135.0,Personal Auto,Sports Car,648.0
WH32183,Cali,M,,97245.0,70.0,Personal Auto,Four-Door Car,4.1105849999999995
ES90681,Cali,F,,51808.0,61.0,Personal Auto,Four-Door Car,351.149904
DW96592,Cali,M,,71391.0,67.0,Personal Auto,Four-Door Car,284.000172
MT23134,Oregon,M,,0.0,73.0,Personal Auto,Two-Door Car,496.474767
BM69081,Arizona,M,,0.0,100.0,Personal Auto,SUV,925.1371429999999
MB90871,Oregon,F,,23496.0,77.0,Special Auto,Four-Door Car,13.164097
GT62080,Washington,M,,55561.0,63.0,Personal Auto,Four-Door Car,227.872071
QL77686,Nevada,F,,23986.0,119.0,Corporate Auto,SUV,463.33506100000005
ON77827,Arizona,F,,22974.0,71.0,Personal Auto,Four-Door Car,180.667969
KP18988,Oregon,F,,0.0,101.0,Personal Auto,Four-Door Car,484.8
TI92884,Arizona,M,,61844.0,106.0,Personal Auto,Sports Car,508.8
JH73503,Arizona,M,,24804.0,73.0,Personal Auto,Two-Door Car,350.4
YE97964,Cali,F,,27760.0,104.0,Personal Auto,SUV,302.76428300000003
VA30351,Oregon,F,,74454.0,71.0,Personal Auto,Four-Door Car,340.8
PV55726,Oregon,F,,29462.0,107.0,Personal Auto,SUV,513.6
UC88305,Arizona,F,,52266.0,68.0,Corporate Auto,Two-Door Car,141.92283899999998
TS53809,Oregon,M,,0.0,70.0,Personal Auto,Two-Door Car,349.783046
ZV32120,Cali,M,,23599.0,103.0,Corporate Auto,SUV,494.4
FB80807,Oregon,M,,36088.0,72.0,Personal Auto,Four-Door Car,345.6
AS55677,Cali,F,,70534.0,104.0,Personal Auto,Four-Door Car,54.065538000000004
WA15684,Oregon,M,,27398.0,125.0,Personal Auto,SUV,600.0
SA50567,Nevada,M,,85296.0,68.0,Personal Auto,Four-Door Car,342.515136
KJ31611,Arizona,M,,31063.0,92.0,Personal Auto,Four-Door Car,441.6
VL37375,Cali,M,,0.0,92.0,Personal Auto,Two-Door Car,1027.177255
KN21017,Nevada,M,,52367.0,81.0,Personal Auto,Four-Door Car,275.989978
PX44289,Arizona,M,,58651.0,71.0,Personal Auto,Four-Door Car,472.599683
AM97901,Nevada,F,,84831.0,192.0,Special Auto,Sports Car,1336.931716
RE42925,Oregon,M,,49088.0,114.0,Corporate Auto,SUV,547.2
TR81766,Cali,F,,70263.0,93.0,Corporate Auto,Two-Door Car,7.3459460000000005
CH85057,Oregon,F,,45354.0,285.0,Personal Auto,Luxury SUV,540.141566
UP71482,Arizona,M,,0.0,63.0,Personal Auto,Four-Door Car,383.363758
EG40670,Cali,F,,28334.0,83.0,Special Auto,Four-Door Car,537.765151
HV83672,Oregon,F,,38772.0,90.0,Personal Auto,Four-Door Car,321.87347400000004
MG10140,Oregon,F,,41479.0,94.0,Personal Auto,Two-Door Car,19.575682999999998
TC44716,Cali,M,,23909.0,119.0,Personal Auto,SUV,571.2
QO65264,Cali,M,,48328.0,63.0,Personal Auto,Two-Door Car,108.13871499999999
EB66698,Cali,M,,86689.0,85.0,Corporate Auto,Two-Door Car,408.0
OT52034,Cali,M,,24204.0,99.0,Personal Auto,Four-Door Car,707.303416
CH85444,Oregon,M,,25943.0,110.0,Corporate Auto,Two-Door Car,1067.333126
PU85769,Cali,M,,0.0,73.0,Personal Auto,Four-Door Car,807.947292
UI73201,Cali,M,,62375.0,92.0,Personal Auto,Two-Door Car,618.630955
SL50592,Cali,F,,0.0,71.0,Corporate Auto,Four-Door Car,404.272806
XP11075,Arizona,M,,0.0,148.0,Personal Auto,SUV,710.4
SI31236,Oregon,M,,70200.0,65.0,Corporate Auto,Four-Door Car,312.0
JN26745,Nevada,F,,0.0,112.0,Special Auto,Four-Door Car,707.977614
VK48036,Oregon,F,,79027.0,70.0,Corporate Auto,Four-Door Car,336.0
JX76668,Washington,F,,62935.0,141.0,Personal Auto,Sports Car,232.242326
DS45802,Cali,F,,26893.0,68.0,Personal Auto,Four-Door Car,68.226001
OA96690,Oregon,F,,47406.0,94.0,Personal Auto,Four-Door Car,287.149807
EM27919,Cali,M,,17622.0,65.0,Personal Auto,Four-Door Car,312.0
QO41043,Oregon,F,,27572.0,124.0,Corporate Auto,SUV,595.2
OV50124,Oregon,F,,0.0,72.0,Personal Auto,Two-Door Car,391.636628
PR31642,Oregon,F,,32802.0,114.0,Personal Auto,SUV,547.2
BU41599,Washington,F,,62739.0,70.0,Personal Auto,Two-Door Car,239.32857099999998
TK30357,Cali,F,,90844.0,118.0,Personal Auto,SUV,232.674417
NF31087,Nevada,F,,44685.0,69.0,Personal Auto,Four-Door Car,331.2
NH16984,Cali,F,,0.0,80.0,Personal Auto,Four-Door Car,336.50961
OS75493,Cali,F,,42589.0,98.0,Corporate Auto,Four-Door Car,470.4
VT63298,Oregon,M,,0.0,72.0,Personal Auto,Four-Door Car,345.6
QS75550,Washington,F,,93383.0,62.0,Corporate Auto,Two-Door Car,244.21228599999998
SZ16483,Arizona,F,,79583.0,109.0,Personal Auto,Four-Door Car,523.2
VM92311,Arizona,F,,89129.0,64.0,Personal Auto,Four-Door Car,328.87086800000003
NJ46849,Arizona,M,,0.0,69.0,Personal Auto,Four-Door Car,496.8
WZ31900,Oregon,F,,94389.0,107.0,Corporate Auto,SUV,85.06370799999999
RG30482,Oregon,F,,0.0,197.0,Personal Auto,SUV,1418.4
ZM86949,Oregon,F,,84106.0,64.0,Personal Auto,Two-Door Car,334.40871699999997
QQ39596,Arizona,F,,0.0,69.0,Personal Auto,Four-Door Car,42.096415
FH51383,Cali,F,,76717.0,66.0,Personal Auto,Two-Door Car,300.528579
BJ53923,Arizona,M,,51978.0,66.0,Corporate Auto,Four-Door Car,144.782152
CZ96653,Oregon,F,,47325.0,107.0,Personal Auto,SUV,64.59821600000001
FB23788,Oregon,M,,86721.0,111.0,Corporate Auto,SUV,532.8
NT43594,Nevada,F,,24910.0,63.0,Personal Auto,Four-Door Car,347.857619
RJ85627,Washington,F,,43817.0,62.0,Personal Auto,Four-Door Car,245.44762200000002
KJ86296,Oregon,M,,0.0,73.0,Personal Auto,Four-Door Car,525.6
PI47776,Oregon,F,,89451.0,63.0,Corporate Auto,Four-Door Car,61.769564
MD73554,Cali,M,,59537.0,66.0,Personal Auto,Two-Door Car,316.8
UX92071,Oregon,M,,0.0,199.0,Personal Auto,Luxury SUV,955.2
YG44474,Oregon,M,,54193.0,117.0,Corporate Auto,SUV,720.7529450000001
UH45301,Oregon,M,,86946.0,118.0,Personal Auto,Four-Door Car,340.65696299999996
RY92647,Cali,F,,0.0,92.0,Personal Auto,Four-Door Car,546.524896
IK12620,Arizona,F,,12160.0,109.0,Personal Auto,Four-Door Car,489.411833
GQ66762,Cali,M,,33701.0,63.0,Personal Auto,Four-Door Car,171.32585600000002
YT69858,Washington,F,,85702.0,67.0,Personal Auto,Two-Door Car,249.085887
XD85577,Cali,M,,69417.0,73.0,Personal Auto,Four-Door Car,30.874869
TM65736,Oregon,M,,38644.0,78.0,Personal Auto,Four-Door Car,361.455219
VJ51327,Cali,F,,63209.0,102.0,Personal Auto,SUV,207.320041
GS98873,Arizona,F,,16061.0,88.0,Personal Auto,Four-Door Car,633.6
CW49887,California,F,,79487.0,114.0,Special Auto,SUV,547.2
MY31220,California,F,,54230.0,112.0,Personal Auto,Two-Door Car,537.6
,,,,,,,,
UH35128,Oregon,F,,71210.0,214.0,Personal Auto,Luxury Car,1027.2
WH52799,Arizona,F,,94903.0,94.0,Corporate Auto,Two-Door Car,451.2
WL99637,Arizona,M,,27293.0,96.0,Personal Auto,Two-Door Car,469.030907
UC84059,California,F,,70950.0,171.0,Personal Auto,Sports Car,565.929394
HW62747,Oregon,M,,0.0,63.0,Corporate Auto,Four-Door Car,302.4
BH11344,Oregon,F,,37009.0,71.0,Corporate Auto,Two-Door Car,145.673348
TX28465,Nevada,M,,52629.0,65.0,Personal Auto,Four-Door Car,136.68414099999998
OK56965,California,F,,31264.0,198.0,Personal Auto,Luxury SUV,825.657746
WT22392,Oregon,F,,65473.0,67.0,Personal Auto,Four-Door Car,277.68566699999997
PH85036,Washington,F,,79325.0,68.0,Corporate Auto,Four-Door Car,251.29482099999998
KC71643,Oregon,M,,99144.0,61.0,Corporate Auto,Four-Door Car,292.8
NR32615,California,M,,22520.0,73.0,Corporate Auto,Four-Door Car,350.4
GS69842,Arizona,F,,36615.0,65.0,Special Auto,Four-Door Car,264.56377200000003
WT71621,Washington,F,,63297.0,82.0,Personal Auto,Four-Door Car,251.756739
KD23847,Arizona,F,,76374.0,61.0,Personal Auto,Four-Door Car,292.8
PE59368,Washington,F,,72096.0,6464.0,Personal Auto,Two-Door Car,252.33090499999997
NK91488,Nevada,M,,56005.0,68.0,Personal Auto,Four-Door Car,326.4
CR33417,Washington,F,,36529.0,118.0,Personal Auto,SUV,255.00511600000002
WP73172,Oregon,F,,81367.0,103.0,Special Auto,SUV,415.76894100000004
PS30217,California,F,,44817.0,83.0,Personal Auto,Four-Door Car,527.421579
EL62967,Oregon,F,,58508.0,69.0,Personal Auto,Two-Door Car,57.614392
MU23938,Oregon,M,,45259.0,138.0,Personal Auto,SUV,272.217171
VC83809,California,M,,30817.0,88.0,Personal Auto,Four-Door Car,91.83466800000001
VL34577,Oregon,F,,0.0,72.0,Personal Auto,Two-Door Car,345.6
QE12539,California,M,,40870.0,105.0,Personal Auto,SUV,504.0
YO15246,Nevada,M,,35001.0,96.0,Personal Auto,Four-Door Car,460.8
WF73839,Arizona,F,,49937.0,64.0,Personal Auto,Two-Door Car,302.586407
TJ11671,Oregon,F,,0.0,109.0,Personal Auto,Four-Door Car,523.2
SV34223,California,F,,58317.0,73.0,Personal Auto,Four-Door Car,350.4
XD19546,California,F,,0.0,109.0,Personal Auto,SUV,523.2
OY95739,Nevada,M,,17101.0,113.0,Corporate Auto,SUV,542.4
SW57539,California,F,,0.0,118.0,Corporate Auto,SUV,566.4
IA62027,Arizona,F,,0.0,65.0,Personal Auto,Four-Door Car,468.0
FZ20933,Oregon,M,,24398.0,63.0,Personal Auto,Four-Door Car,302.4
WR62597,Oregon,M,,24641.0,61.0,Corporate Auto,Four-Door Car,294.92773
KU61611,Arizona,M,,69040.0,108.0,Corporate Auto,Sports Car,518.4
XW98867,Oregon,M,,17101.0,113.0,Personal Auto,SUV,542.4
PP80817,California,F,,59886.0,104.0,Personal Auto,Sports Car,71.729298
DT77901,Oregon,F,,14290.0,271.0,Personal Auto,Luxury SUV,1300.8
DX34647,California,F,,43137.0,96.0,Personal Auto,Two-Door Car,460.8
OD56551,Oregon,M,,27978.0,69.0,Personal Auto,Four-Door Car,447.911255
OO63074,California,F,,25261.0,118.0,Personal Auto,SUV,566.4
EH24828,Nevada,M,,58652.0,64.0,Personal Auto,Four-Door Car,307.2
CX99919,Nevada,F,,28321.0,111.0,Corporate Auto,SUV,537.391704
DG80424,Washington,F,,77411.0,67.0,Personal Auto,Four-Door Car,257.900458
NU32697,Oregon,M,,0.0,72.0,Corporate Auto,Four-Door Car,518.4
PU98976,California,F,,0.0,88.0,Personal Auto,Four-Door Car,633.6
ZR20842,Arizona,M,,94415.0,127.0,Personal Auto,Sports Car,492.770321
NF35573,Oregon,M,,0.0,103.0,Special Auto,SUV,1149.203884
DF66914,Arizona,F,,45331.0,100.0,Personal Auto,SUV,572.635987
YM99866,Arizona,M,,53904.0,67.0,Personal Auto,Four-Door Car,321.6
VH62084,California,M,,0.0,74.0,Personal Auto,Four-Door Car,811.086484
SE28250,Arizona,M,,0.0,70.0,Special Auto,Four-Door Car,336.0
MD86050,Oregon,M,,0.0,67.0,Personal Auto,Four-Door Car,482.4
GF17866,Oregon,M,,28142.0,105.0,Corporate Auto,Sports Car,701.7082389999999
UB16654,Washington,M,,15680.0,6464.0,Personal Auto,Four-Door Car,260.87990299999996
KO44736,Oregon,M,,35095.0,73.0,Personal Auto,Two-Door Car,525.6
KI55845,Oregon,F,,55588.0,114.0,Personal Auto,SUV,547.2
JJ24476,Arizona,F,,52391.0,71.0,Personal Auto,Two-Door Car,409.763267
VC68509,Oregon,F,,42240.0,79.0,Personal Auto,Four-Door Car,46.386546
QN62502,Oregon,F,,70146.0,96.0,Personal Auto,Four-Door Car,157.440069
EL92515,Oregon,F,,41121.0,94.0,Personal Auto,Four-Door Car,451.2
VL84149,Oregon,F,,71210.0,214.0,Corporate Auto,Luxury Car,1027.2
JX19907,Oregon,M,,0.0,107.0,Corporate Auto,Two-Door Car,1261.943541
BC66921,Nevada,F,,41228.0,71.0,Personal Auto,Four-Door Car,340.8
RK24470,Washington,M,,40113.0,67.0,Corporate Auto,Two-Door Car,262.047663
GN80437,Oregon,F,,0.0,91.0,Special Auto,Four-Door Car,596.050118
AH65907,California,F,,51790.0,71.0,Personal Auto,Four-Door Car,340.8
VG57728,California,M,,92593.0,68.0,Corporate Auto,Four-Door Car,8.44322
AF81450,California,M,,28657.0,100.0,Personal Auto,SUV,588.742251
YI28422,Oregon,M,,30262.0,98.0,Personal Auto,Four-Door Car,499.22560999999996
GR26937,Oregon,F,,47197.0,81.0,Corporate Auto,Four-Door Car,76.11261800000001
BR99015,California,F,,0.0,94.0,Personal Auto,Four-Door Car,451.2
PB11270,Oregon,F,,0.0,61.0,Personal Auto,Four-Door Car,541.561209
PZ89632,Oregon,F,,0.0,134.0,Personal Auto,SUV,964.8
LV62981,Arizona,M,,22093.0,87.0,Corporate Auto,Two-Door Car,616.749885
AS97690,Arizona,M,,54483.0,61.0,Personal Auto,Two-Door Car,292.8
SG32258,Arizona,F,,18944.0,63.0,Personal Auto,Four-Door Car,125.274351
MY80583,Oregon,F,,84365.0,66.0,Personal Auto,Four-Door Car,316.8
WS57286,Arizona,M,,0.0,64.0,Personal Auto,Four-Door Car,137.169296
MF53477,California,F,,25147.0,101.0,Corporate Auto,SUV,694.598288
DQ28641,Nevada,M,,14315.0,71.0,Personal Auto,Four-Door Car,511.2
EX46492,Arizona,F,,87864.0,94.0,Personal Auto,Two-Door Car,421.456547
VW20823,California,M,,57844.0,85.0,Personal Auto,Four-Door Car,408.0
LH26563,Oregon,F,,17913.0,116.0,Personal Auto,Four-Door Car,556.8
FR56877,Arizona,F,,28806.0,99.0,Special Auto,Four-Door Car,475.2
ZY99878,California,M,,90343.0,175.0,Personal Auto,SUV,833.072722
CS15289,Oregon,F,,79041.0,199.0,Personal Auto,Luxury SUV,419.26062
MM49431,Washington,M,,74069.0,63.0,Personal Auto,Two-Door Car,275.516438
IA96447,California,M,,85019.0,167.0,Personal Auto,Sports Car,801.6
PT32230,California,F,,70059.0,194.0,Personal Auto,Luxury SUV,253.740993
NK73719,California,F,,70503.0,164.0,Corporate Auto,SUV,41.05291
OH15771,California,M,,0.0,117.0,Personal Auto,SUV,561.6
XP61034,Oregon,M,,39492.0,105.0,Personal Auto,SUV,756.0
ZN34245,Arizona,M,,0.0,68.0,Corporate Auto,Four-Door Car,489.6
FX55923,Arizona,M,,50405.0,70.0,Personal Auto,Four-Door Car,7.069583000000001
ZZ83340,Oregon,F,,96021.0,68.0,Personal Auto,Two-Door Car,315.004602
HA99340,Oregon,M,,0.0,65.0,Personal Auto,Two-Door Car,422.947888
LE43061,California,M,,0.0,105.0,Personal Auto,Four-Door Car,756.0
UF77413,Oregon,M,,65794.0,69.0,Personal Auto,Four-Door Car,277.27294
UY45293,Oregon,M,,21975.0,95.0,Corporate Auto,Four-Door Car,456.0
TH84309,California,M,,0.0,126.0,Personal Auto,SUV,604.8
PZ94551,Oregon,F,,56649.0,125.0,Special Auto,SUV,780.090361
UE76013,Washington,F,,35984.0,128.0,Personal Auto,SUV,275.577631
HS85465,California,M,,92296.0,69.0,Corporate Auto,Two-Door Car,331.2
SI78985,Oregon,F,,39448.0,103.0,Personal Auto,Four-Door Car,66.020788
KF50730,California,F,,71794.0,131.0,Personal Auto,SUV,457.471225
JO13576,California,F,,21861.0,69.0,Personal Auto,Four-Door Car,348.278032
HJ79774,Oregon,F,,31591.0,72.0,Corporate Auto,Four-Door Car,240.24149900000003
KI18648,Arizona,F,,60662.0,68.0,Special Auto,Two-Door Car,326.4
EL99335,California,F,,20608.0,73.0,Personal Auto,Four-Door Car,350.4
LE84979,California,F,,21331.0,103.0,Personal Auto,SUV,419.062661
CE12380,Arizona,F,,0.0,66.0,Corporate Auto,Four-Door Car,252.149798
BJ22117,Washington,M,,53390.0,6464.0,Personal Auto,Four-Door Car,278.99940899999996
JF83834,Oregon,M,,36631.0,62.0,Corporate Auto,Four-Door Car,67.530904
YN10988,California,M,,0.0,87.0,Personal Auto,Four-Door Car,417.6
YX15941,Oregon,M,,26030.0,139.0,Corporate Auto,Sports Car,667.2
ZB50601,Nevada,M,,0.0,70.0,Personal Auto,Four-Door Car,469.491537
HP50399,Nevada,M,,0.0,113.0,Personal Auto,SUV,542.4
GC17585,AZ,M,,25302.0,70.0,Personal Auto,Four-Door Car,336.0
QW17286,Washington,F,,66030.0,69.0,Personal Auto,Four-Door Car,282.153792
DO41287,Oregon,M,,0.0,82.0,Personal Auto,Four-Door Car,590.4
GT54462,AZ,M,,73222.0,180.0,Personal Auto,SUV,821.5167299999999
BT76268,California,F,,22061.0,74.0,Personal Auto,Four-Door Car,355.2
QM38267,AZ,F,,86321.0,66.0,Personal Auto,Four-Door Car,316.8
LP82042,Oregon,M,,54668.0,68.0,Personal Auto,Four-Door Car,326.4
EF52978,AZ,F,,0.0,62.0,Personal Auto,Four-Door Car,297.6
GH54524,California,M,,69497.0,142.0,Personal Auto,SUV,92.286763
DP26592,Oregon,M,,86617.0,63.0,Personal Auto,Four-Door Car,188.325603
UP29839,Nevada,F,,22705.0,239.0,Personal Auto,Luxury SUV,1294.700423
IB80924,Washington,F,,90783.0,104.0,Personal Auto,SUV,285.745227
OB55054,Oregon,M,,88410.0,99.0,Corporate Auto,Four-Door Car,475.2
NP91656,California,F,,0.0,69.0,Personal Auto,Four-Door Car,496.8
SH74080,Oregon,F,,21073.0,106.0,Personal Auto,SUV,508.8
KN25556,AZ,F,,0.0,66.0,Personal Auto,Four-Door Car,316.8
RB38792,Oregon,M,,66429.0,136.0,Personal Auto,Sports Car,57.712984999999996
QR72180,California,F,,66889.0,80.0,Personal Auto,Four-Door Car,294.31942799999996
TW64385,California,M,,36088.0,72.0,Corporate Auto,Four-Door Car,345.6
TM13955,Washington,M,,0.0,80.0,Corporate Auto,Four-Door Car,286.115778
GF94951,AZ,M,,0.0,68.0,Corporate Auto,Two-Door Car,489.6
NF53775,California,F,,17557.0,96.0,Personal Auto,Four-Door Car,666.724937
YB58778,California,F,,81064.0,70.0,Personal Auto,Two-Door Car,42.238585
PH77560,Nevada,F,,0.0,66.0,Personal Auto,Four-Door Car,700.331425
ZO14864,Washington,F,,42526.0,86.0,Personal Auto,Two-Door Car,287.5426
BI34376,California,F,,45703.0,98.0,Personal Auto,Two-Door Car,470.4
UQ63396,California,F,,40036.0,65.0,Personal Auto,Four-Door Car,48.828732
BR23201,California,M,,0.0,71.0,Personal Auto,Four-Door Car,191.640085
VH45094,AZ,M,,65870.0,61.0,Personal Auto,Four-Door Car,202.847644
KD47243,California,F,,91469.0,100.0,Personal Auto,SUV,418.864555
MY13737,California,M,,42090.0,119.0,Corporate Auto,SUV,203.352239
OR48881,Oregon,F,,21368.0,79.0,Corporate Auto,Four-Door Car,4.61262
BD77090,Washington,F,,79090.0,107.0,Personal Auto,SUV,289.040734
LW77178,Oregon,F,,33879.0,98.0,Corporate Auto,Two-Door Car,470.4
BQ12347,AZ,M,,72874.0,70.0,Special Auto,Four-Door Car,336.0
FF61670,California,M,,0.0,82.0,Personal Auto,Four-Door Car,393.6
PM61374,California,F,,0.0,110.0,Personal Auto,Two-Door Car,550.825934
BW25236,AZ,M,,72215.0,66.0,Personal Auto,Four-Door Car,247.91187200000002
XO22038,California,F,,39854.0,66.0,Corporate Auto,Two-Door Car,261.930545
QG51953,Oregon,M,,36655.0,61.0,Personal Auto,Four-Door Car,295.223164
SZ56338,Oregon,F,,37995.0,139.0,Personal Auto,SUV,667.2
PX60116,California,F,,40867.0,112.0,Corporate Auto,Two-Door Car,537.6
BW46202,Oregon,F,,28804.0,78.0,Personal Auto,Two-Door Car,76.025368
GW14109,California,F,,48409.0,124.0,Special Auto,SUV,345.211703
GP42026,California,M,,19683.0,117.0,Personal Auto,Sports Car,561.6
DH41343,Washington,,,92834.0,61.0,Special Auto,Four-Door Car,292.8
PY42157,Washington,F,,62006.0,61.0,Personal Auto,Four-Door Car,292.8
OL36978,California,F,,67241.0,68.0,Personal Auto,Two-Door Car,5.674809
KT40899,California,M,,75436.0,78.0,Personal Auto,Four-Door Car,9.747442999999999
WE60408,AZ,F,,91761.0,109.0,Personal Auto,SUV,779.052276
LG64797,California,F,,25771.0,222.0,Personal Auto,Luxury SUV,1253.984948
MD87746,Oregon,M,,60920.0,64.0,Personal Auto,Two-Door Car,231.20188599999997
QP80741,Washington,F,,0.0,61.0,Corporate Auto,Four-Door Car,292.8
WO59883,Washington,F,,29822.0,61.0,Personal Auto,Two-Door Car,292.8
MU79385,AZ,M,,60944.0,130.0,Personal Auto,SUV,623.505066
JH30384,California,F,,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
LL45497,Washington,female,,67282.0,62.0,Personal Auto,Two-Door Car,297.6
SK95364,California,F,,0.0,130.0,Personal Auto,SUV,936.0
VG56765,Arizona,M,,95697.0,61.0,Personal Auto,Two-Door Car,114.273025
NE24371,Oregon,F,,15300.0,85.0,Personal Auto,Four-Door Car,408.0
KR48903,Washington,M,,88264.0,62.0,Personal Auto,Two-Door Car,297.6
ZF27999,Nevada,F,,12902.0,139.0,Personal Auto,Sports Car,667.2
MH40017,Arizona,M,,29809.0,61.0,Personal Auto,Four-Door Car,365.312072
YJ99764,Nevada,M,,0.0,74.0,Personal Auto,Four-Door Car,355.2
AG22225,Oregon,M,,0.0,96.0,Personal Auto,Four-Door Car,460.8
ZJ26179,Oregon,M,,25998.0,71.0,Personal Auto,Four-Door Car,791.8780419999999
VO36036,Oregon,F,,28248.0,90.0,Personal Auto,Four-Door Car,634.385937
ZQ94281,California,F,,68103.0,82.0,Personal Auto,Two-Door Car,277.79598799999997
CK40732,California,F,,0.0,103.0,Special Auto,Four-Door Car,741.6
UT73461,Oregon,F,,81079.0,111.0,Special Auto,SUV,134.222332
LT57320,Nevada,F,,22732.0,62.0,Personal Auto,Four-Door Car,15.616535
BZ44726,Nevada,F,,49825.0,70.0,Corporate Auto,Two-Door Car,336.0
VU32116,Oregon,F,,0.0,103.0,Personal Auto,SUV,621.9593570000001
EG94326,Nevada,M,,77265.0,107.0,Personal Auto,SUV,513.6
EJ43595,California,M,,0.0,72.0,Corporate Auto,Four-Door Car,779.629297
QI37869,California,M,,12876.0,107.0,Corporate Auto,Four-Door Car,425.964628
SX65826,Arizona,M,,36431.0,99.0,Personal Auto,Two-Door Car,513.252488
XO42145,Oregon,M,,25927.0,103.0,Personal Auto,SUV,674.973614
WJ74851,Nevada,F,,26811.0,72.0,Personal Auto,Two-Door Car,465.763576
IG68709,Oregon,F,,41711.0,90.0,Personal Auto,Four-Door Car,351.286604
AC75391,Arizona,F,,35091.0,74.0,Corporate Auto,Two-Door Car,418.927204
WO94087,Arizona,F,,0.0,87.0,Corporate Auto,Four-Door Car,417.6
YJ69332,Oregon,F,,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
WX87964,Washington,M,,29560.0,62.0,Personal Auto,Four-Door Car,297.6
PD32641,Oregon,M,,31320.0,72.0,Personal Auto,Four-Door Car,293.86579
CK39096,Oregon,M,,0.0,153.0,Personal Auto,SUV,1027.0000289999998
QV19964,Oregon,M,,33947.0,66.0,Personal Auto,Four-Door Car,192.213037
BF72793,California,F,,0.0,62.0,Personal Auto,Two-Door Car,446.4
WB12017,California,F,,21189.0,66.0,Personal Auto,Two-Door Car,316.8
JO17193,Washington,M,,25905.0,63.0,Personal Auto,Four-Door Car,302.4
AY84441,Oregon,M,,0.0,114.0,Personal Auto,SUV,820.8
JQ65500,Oregon,F,,44988.0,108.0,Corporate Auto,Two-Door Car,518.4
OI29521,Oregon,F,,33432.0,90.0,Corporate Auto,Two-Door Car,161.423101
MJ51323,Oregon,F,,46503.0,215.0,Personal Auto,Luxury SUV,1032.0
QI64880,California,M,,0.0,101.0,Corporate Auto,SUV,973.7871759999999
HV93429,Oregon,F,,23636.0,65.0,Personal Auto,Four-Door Car,81.452537
TA89713,Oregon,M,,66429.0,136.0,Personal Auto,Sports Car,57.712984999999996
OB98149,Washington,F,,11417.0,63.0,Personal Auto,Two-Door Car,302.4
LE65901,Oregon,F,,58082.0,112.0,Personal Auto,SUV,103.022126
FF68864,Arizona,F,,36523.0,71.0,Personal Auto,Four-Door Car,101.353875
YX99200,Nevada,M,,54710.0,103.0,Personal Auto,Two-Door Car,294.058449
LZ26801,California,F,,73466.0,102.0,Personal Auto,SUV,204.74051
TA66375,Oregon,F,,51643.0,283.0,Corporate Auto,Luxury Car,1358.4
SC92090,Arizona,M,,83846.0,74.0,Personal Auto,Four-Door Car,355.2
TK40018,Oregon,M,,0.0,169.0,Personal Auto,SUV,1207.084251
ZD63451,California,M,,53338.0,63.0,Personal Auto,Four-Door Car,35.45384
AO98601,Washington,,,54500.0,63.0,Corporate Auto,Two-Door Car,302.4
DT35588,Oregon,M,,60475.0,107.0,Personal Auto,Four-Door Car,513.6
VF87723,California,M,,30658.0,89.0,Personal Auto,Four-Door Car,441.75758499999995
QP69826,Arizona,M,,0.0,102.0,Corporate Auto,SUV,660.4304559999999
UW37050,Oregon,F,,60420.0,248.0,Personal Auto,Luxury SUV,632.9443660000001
UH62254,Oregon,M,,0.0,65.0,Personal Auto,Two-Door Car,312.0
IA15979,Washington,M,,40598.0,91.0,Personal Auto,Four-Door Car,302.791402
DB71122,California,F,,15144.0,90.0,Personal Auto,Four-Door Car,372.652536
TM14491,California,M,,44428.0,104.0,Personal Auto,SUV,499.2
OY94707,California,M,,58297.0,97.0,Special Auto,Four-Door Car,647.039443
